Category,Events,Gender,SZZ,Buggy,Tech_Diversity,Commits,Core
Cat-3,Juno-14,female,21.75,109,15,890,5
Cat-3,Juno-14,female,21.86,86,15,696,5
Cat-3,Juno-14,female,21.9,77,15,621,5
Cat-3,Juno-14,female,22.03,59,15,471,5
Cat-3,Juno-14,female,21.82,92,15,747,5
Cat-3,Juno-14,female,21.83,65,15,527,5
Cat-3,Juno-14,female,21.98,65,15,521,5
Cat-3,Juno-14,female,21.98,64,15,513,5
Cat-3,Juno-14,female,21.8,63,15,512,5
Cat-3,Juno-14,male,21.7,100,15,820,3
Cat-3,Juno-14,neutral,21.95,63,15,506,3
Cat-3,Juno-14,neutral,21.8,62,15,504,3
Cat-3,Juno-14,neutral,21.8,62,15,504,3
Cat-3,Juno-14,neutral,21.87,60,15,485,3
Cat-3,Juno-14,neutral,21.97,59,15,473,3
Cat-3,Juno-14,male,22,58,15,464,3
Cat-3,Juno-14,male,22.03,58,15,463,3
Cat-3,Juno-14,male,21.92,57,15,459,3
Cat-3,Juno-14,male,21.95,57,15,458,3
Cat-3,Juno-14,male,21.86,56,15,453,3
Cat-3,Juno-14,male,22,56,15,448,3
Cat-3,Juno-14,male,21.92,55,15,443,3
Cat-3,Juno-14,male,21.94,55,15,442,3
Cat-3,Juno-14,male,21.97,55,15,441,3
Cat-3,Juno-14,male,21.97,55,15,441,3
Cat-3,Juno-14,male,22.03,55,15,439,3
Cat-3,Juno-14,male,22.03,55,15,439,3
Cat-3,Juno-14,neutral,22.03,55,15,439,3
Cat-3,Juno-14,neutral,21.86,54,15,437,3
Cat-3,Juno-14,neutral,21.86,54,15,437,3
Cat-3,Juno-14,male,21.97,54,15,433,3
Cat-3,Juno-14,male,21.85,53,15,429,3
Cat-3,Juno-14,male,21.88,53,15,428,3
Cat-3,Juno-14,male,21.91,53,15,427,3
Cat-3,Juno-14,neutral,21.91,53,15,427,3
Cat-3,Juno-14,neutral,22.09,53,15,421,3
Cat-3,Juno-14,neutral,21.91,52,15,419,3
Cat-3,Juno-14,male,21.91,52,15,419,3
Cat-3,Juno-14,male,22.03,52,15,415,3
Cat-3,Juno-14,male,22.09,52,15,413,3
Cat-3,Juno-14,neutral,21.91,51,15,411,3
Cat-3,Juno-14,neutral,22.06,51,15,406,3
Cat-3,Juno-14,male,22.06,51,15,406,3
Cat-3,Juno-14,neutral,21.91,50,15,403,3
Cat-3,Juno-14,male,21.91,50,15,403,3
Cat-3,Juno-14,male,22,50,15,400,3
Cat-3,Juno-14,male,22.06,50,15,398,3
Cat-3,Juno-14,male,21.91,49,15,395,3
Cat-3,Juno-14,neutral,21.94,49,15,394,3
Cat-3,Juno-14,male,22,49,15,392,3
Cat-3,Juno-14,male,22.03,49,15,391,3
Cat-3,Juno-14,male,22.03,49,15,391,3
Cat-3,Juno-14,male,22.06,49,15,390,3
Cat-3,Juno-14,male,22.13,49,15,388,3
Cat-3,Juno-14,female,22.13,49,15,388,5
Cat-3,Juno-14,female,21.9,48,15,387,5
Cat-3,Juno-14,male,22,48,15,384,3
Cat-3,Juno-14,male,22.1,48,15,381,3
Cat-3,KIlo-15,male,21.59,206,15,1704,3
Cat-3,KIlo-15,male,21.72,114,15,933,3
Cat-3,KIlo-15,female,21.74,99,25,809,5
Cat-3,KIlo-15,female,21.87,83,25,671,5
Cat-3,KIlo-15,female,21.78,82,25,668,5
Cat-3,KIlo-15,female,21.8,78,25,634,5
Cat-3,KIlo-15,female,21.8,77,25,626,5
Cat-3,KIlo-15,female,21.77,75,25,611,5
Cat-3,KIlo-15,female,21.85,74,25,599,5
Cat-3,KIlo-15,female,21.78,71,25,578,5
Cat-3,KIlo-15,female,21.91,70,25,564,5
Cat-3,KIlo-15,female,21.89,69,25,557,5
Cat-3,KIlo-15,female,21.86,68,25,550,5
Cat-3,KIlo-15,female,21.95,67,25,538,5
Cat-3,KIlo-15,female,21.88,65,25,525,5
Cat-3,KIlo-15,female,21.93,64,25,515,5
Cat-3,KIlo-15,male,21.82,61,25,495,4
Cat-3,KIlo-15,neutral,21.97,60,25,481,4
Cat-3,KIlo-15,male,21.87,58,25,469,4
Cat-3,KIlo-15,male,21.87,58,25,469,4
Cat-3,KIlo-15,female,21.89,58,25,468,5
Cat-3,KIlo-15,female,21.92,58,25,467,5
Cat-3,KIlo-15,neutral,22,58,25,464,4
Cat-3,KIlo-15,neutral,22.03,58,25,463,4
Cat-3,KIlo-15,neutral,21.84,57,25,462,5
Cat-3,KIlo-15,neutral,21.84,57,25,462,4
Cat-3,KIlo-15,neutral,21.84,57,25,462,4
Cat-3,KIlo-15,male,21.86,57,25,461,4
Cat-3,KIlo-15,male,22,57,25,456,4
Cat-3,KIlo-15,male,22.03,57,25,455,4
Cat-3,KIlo-15,male,22.03,56,25,447,4
Cat-3,KIlo-15,male,21.92,55,25,443,4
Cat-3,KIlo-15,male,21.97,55,25,441,5
Cat-3,KIlo-15,male,22,55,25,440,4
Cat-3,KIlo-15,male,22.06,55,25,438,4
Cat-3,KIlo-15,male,21.89,54,25,436,4
Cat-3,KIlo-15,male,21.89,54,25,436,4
Cat-3,KIlo-15,male,21.89,54,25,436,4
Cat-3,KIlo-15,male,22.03,54,25,431,4
Cat-3,KIlo-15,male,21.88,53,25,428,4
Cat-3,KIlo-15,male,21.97,53,25,425,4
Cat-3,KIlo-15,female,21.97,53,25,425,5
Cat-3,KIlo-15,male,22.03,53,25,423,4
Cat-3,KIlo-15,male,22.06,53,25,422,4
Cat-3,KIlo-15,male,22.06,53,20,422,4
Cat-3,KIlo-15,male,22.09,53,20,421,4
Cat-3,KIlo-15,neutral,22.09,53,20,421,4
Cat-3,KIlo-15,neutral,21.91,52,20,419,4
Cat-3,KIlo-15,neutral,21.91,52,20,419,4
Cat-3,KIlo-15,neutral,21.94,52,20,418,4
Cat-3,KIlo-15,neutral,21.97,51,20,409,4
Cat-3,KIlo-15,neutral,21.97,51,20,409,4
Cat-3,KIlo-15,male,21.91,50,20,403,4
Cat-3,KIlo-15,male,21.94,50,20,402,4
Cat-3,KIlo-15,male,21.94,50,20,402,4
Cat-3,KIlo-15,male,21.97,50,20,401,4
Cat-3,KIlo-15,male,22,50,20,400,4
Cat-3,KIlo-15,male,22.03,50,20,399,4
Cat-3,KIlo-15,male,22.03,50,20,399,4
Cat-3,KIlo-15,neutral,22.06,50,20,398,4
Cat-3,KIlo-15,male,22.13,50,20,396,4
Cat-3,Liberty-15,female,22.77,100,20,815,4
Cat-3,Liberty-15,male,22.72,87,20,712,4
Cat-3,Liberty-15,male,23.77,85,20,693,4
Cat-3,Liberty-15,male,21.88,85,20,691,4
Cat-3,Liberty-15,male,21.83,82,20,665,4
Cat-3,Liberty-15,male,21.73,80,20,654,4
Cat-3,Liberty-15,male,21.93,74,20,597,4
Cat-3,Liberty-15,male,21.89,73,20,589,4
Cat-3,Liberty-15,female,21.89,69,20,557,5
Cat-3,Liberty-15,male,21.89,68,20,549,4
Cat-3,Liberty-15,male,21.86,67,20,542,4
Cat-3,Liberty-15,male,21.93,67,15,539,3
Cat-3,Liberty-15,male,21.86,66,15,534,3
Cat-3,Liberty-15,male,21.86,66,15,534,3
Cat-3,Liberty-15,male,21.91,66,15,532,3
Cat-3,Liberty-15,male,21.93,64,15,515,3
Cat-3,Liberty-15,male,21.95,63,15,506,3
Cat-3,Liberty-15,male,21.79,62,15,500,3
Cat-3,Liberty-15,male,21.95,61,15,490,3
Cat-3,Liberty-15,male,21.92,58,15,467,3
Cat-3,Liberty-15,male,21.95,58,15,466,3
Cat-3,Liberty-15,male,21.97,58,15,465,3
Cat-3,Liberty-15,male,21.95,57,15,458,3
Cat-3,Liberty-15,male,22.03,57,15,455,3
Cat-3,Liberty-15,male,21.86,56,15,453,3
Cat-3,Liberty-15,male,21.89,56,15,452,3
Cat-3,Liberty-15,male,22,55,15,440,3
Cat-3,Liberty-15,male,22.06,55,15,438,3
Cat-3,Liberty-15,male,21.86,54,15,437,3
Cat-3,Liberty-15,male,21.86,54,15,437,3
Cat-3,Liberty-15,male,21.86,54,15,437,3
Cat-3,Liberty-15,male,21.97,54,15,433,3
Cat-3,Liberty-15,male,21.97,54,15,433,3
Cat-3,Liberty-15,male,22,54,15,432,3
Cat-3,Liberty-15,neutral,22.03,54,15,431,3
Cat-3,Liberty-15,neutral,21.94,53,15,426,3
Cat-3,Liberty-15,neutral,21.97,53,15,425,3
Cat-3,Liberty-15,neutral,22.03,53,15,423,3
Cat-3,Liberty-15,neutral,22.06,53,15,422,3
Cat-3,Liberty-15,neutral,22.09,53,15,421,3
Cat-3,Liberty-15,neutral,21.91,52,15,419,3
Cat-3,Liberty-15,neutral,21.97,52,15,417,3
Cat-3,Liberty-15,neutral,22.06,52,15,414,3
Cat-3,Liberty-15,neutral,22.06,51,15,406,3
Cat-3,Liberty-15,neutral,21.91,50,15,403,3
Cat-3,Liberty-15,neutral,21.94,50,15,402,3
Cat-3,Liberty-15,neutral,21.94,50,15,402,3
Cat-3,Liberty-15,neutral,21.97,50,15,401,3
Cat-3,Liberty-15,neutral,22.03,50,15,399,3
Cat-3,Liberty-15,neutral,22.03,50,15,399,3
Cat-3,Liberty-15,neutral,22.06,50,15,398,3
Cat-3,Liberty-15,neutral,22.13,50,15,396,3
Cat-3,Liberty-15,neutral,22.13,50,15,396,3
Cat-3,Liberty-15,female,21.97,49,15,393,3
Cat-3,Liberty-15,male,22.03,49,15,391,3
Cat-3,Liberty-15,male,22.06,49,15,390,3
Cat-3,Liberty-15,neutral,22.1,49,15,389,3
Cat-3,Liberty-15,neutral,22.13,49,15,388,3
Cat-3,Liberty-15,male,22.41,48,15,387,3
Cat-3,Liberty-15,male,22.9,48,15,387,3
Cat-3,Liberty-15,male,22.14,48,15,386,3
Cat-3,Mitaka-16,male,21.68,114,15,936,3
Cat-3,Mitaka-16,male,21.7,113,15,926,3
Cat-3,Mitaka-16,male,21.8,93,15,756,3
Cat-3,Mitaka-16,male,21.74,82,15,670,3
Cat-3,Mitaka-16,male,21.81,80,15,650,3
Cat-3,Mitaka-16,male,21.77,79,15,644,3
Cat-3,Mitaka-16,male,21.8,75,15,610,3
Cat-3,Mitaka-16,male,21.89,71,15,573,3
Cat-3,Mitaka-16,male,21.93,69,15,555,3
Cat-3,Mitaka-16,neutral,21.93,67,15,539,3
Cat-3,Mitaka-16,male,21.93,67,15,539,3
Cat-3,Mitaka-16,male,21.79,66,15,537,3
Cat-3,Mitaka-16,male,21.88,64,15,517,3
Cat-3,Mitaka-16,male,21.95,64,15,514,3
Cat-3,Mitaka-16,neutral,21.88,63,15,509,3
Cat-3,Mitaka-16,neutral,21.95,63,15,506,3
Cat-3,Mitaka-16,female,21.95,62,15,498,3
Cat-3,Mitaka-16,female,21.9,61,15,492,3
Cat-3,Mitaka-16,female,21.97,61,15,489,3
Cat-3,Mitaka-16,male,21.85,60,15,486,3
Cat-3,Mitaka-16,male,21.95,60,15,482,3
Cat-3,Mitaka-16,female,21.95,59,10,474,3
Cat-3,Mitaka-16,male,21.89,58,10,468,3
Cat-3,Mitaka-16,male,21.89,57,10,460,3
Cat-3,Mitaka-16,female,22.03,57,10,455,3
Cat-3,Mitaka-16,female,21.94,56,10,450,3
Cat-3,Mitaka-16,male,22,56,10,448,3
Cat-3,Mitaka-16,male,21.89,54,10,436,3
Cat-3,Mitaka-16,neutral,21.88,53,10,428,3
Cat-3,Mitaka-16,male,21.88,53,10,428,3
Cat-3,Mitaka-16,male,21.94,53,10,426,3
Cat-3,Mitaka-16,male,21.97,53,10,425,3
Cat-3,Mitaka-16,male,22.03,53,10,423,3
Cat-3,Mitaka-16,male,22.06,53,10,422,3
Cat-3,Mitaka-16,female,21.91,52,10,419,3
Cat-3,Mitaka-16,male,21.94,52,10,418,3
Cat-3,Mitaka-16,male,22,52,10,416,3
Cat-3,Mitaka-16,male,22,52,10,416,3
Cat-3,Mitaka-16,male,22.06,52,10,414,3
Cat-3,Mitaka-16,male,22.09,52,10,413,3
Cat-3,Mitaka-16,male,22.09,52,10,413,3
Cat-3,Mitaka-16,male,21.88,51,10,412,3
Cat-3,Mitaka-16,male,21.94,51,10,410,3
Cat-3,Mitaka-16,neutral,21.97,51,10,409,3
Cat-3,Mitaka-16,neutral,22,51,10,408,3
Cat-3,Mitaka-16,neutral,22.09,51,10,405,3
Cat-3,Mitaka-16,neutral,21.88,50,10,404,3
Cat-3,Mitaka-16,neutral,21.88,50,10,404,3
Cat-3,Mitaka-16,neutral,21.88,50,10,404,3
Cat-3,Mitaka-16,neutral,21.88,50,10,404,3
Cat-3,Mitaka-16,male,21.91,50,10,403,3
Cat-3,Mitaka-16,male,21.94,50,10,402,3
Cat-3,Mitaka-16,male,21.97,50,10,401,3
Cat-3,Mitaka-16,male,22,50,10,400,3
Cat-3,Mitaka-16,male,22,50,10,400,3
Cat-3,Mitaka-16,male,22,50,10,400,3
Cat-3,Mitaka-16,male,22.06,50,10,398,3
Cat-3,Mitaka-16,neutral,22.09,50,10,397,3
Cat-3,Mitaka-16,neutral,22.13,50,10,396,3
Cat-3,Mitaka-16,neutral,21.91,49,10,395,3
Cat-3,Mitaka-16,male,21.94,49,10,394,3
Cat-3,Newton-16,male,21.66,188,10,1546,3
Cat-3,Newton-16,male,21.64,138,10,1137,3
Cat-3,Newton-16,male,21.72,98,10,802,3
Cat-3,Newton-16,male,21.73,90,10,736,3
Cat-3,Newton-16,male,21.84,88,10,713,3
Cat-3,Newton-16,male,21.73,80,10,654,3
Cat-3,Newton-16,male,21.75,80,10,653,3
Cat-3,Newton-16,male,21.81,80,10,650,3
Cat-3,Newton-16,male,21.84,75,25,608,4
Cat-3,Newton-16,male,21.87,71,25,574,4
Cat-3,Newton-16,male,21.93,69,25,555,4
Cat-3,Newton-16,male,21.79,66,25,537,4
Cat-3,Newton-16,male,21.83,65,25,527,5
Cat-3,Newton-16,male,21.88,64,25,517,4
Cat-3,Newton-16,male,21.98,64,25,513,4
Cat-3,Newton-16,male,21.93,63,25,507,4
Cat-3,Newton-16,male,21.95,63,25,506,4
Cat-3,Newton-16,male,21.9,62,25,500,4
Cat-3,Newton-16,male,21.92,61,25,491,4
Cat-3,Newton-16,male,21.97,61,25,489,4
Cat-3,Newton-16,male,21.9,60,25,484,4
Cat-3,Newton-16,male,21.95,60,25,482,4
Cat-3,Newton-16,male,21.82,59,25,479,4
Cat-3,Newton-16,male,21.87,58,25,469,4
Cat-3,Newton-16,neutral,22.03,58,25,463,4
Cat-3,Newton-16,male,21.89,56,25,452,4
Cat-3,Newton-16,male,21.89,56,25,452,4
Cat-3,Newton-16,male,21.94,56,25,450,4
Cat-3,Newton-16,male,22.03,56,25,447,4
Cat-3,Newton-16,male,22.03,56,25,447,4
Cat-3,Newton-16,neutral,22.03,56,25,447,4
Cat-3,Newton-16,neutral,22.06,56,25,446,4
Cat-3,Newton-16,neutral,21.94,55,25,442,4
Cat-3,Newton-16,neutral,22,55,25,440,4
Cat-3,Newton-16,neutral,21.86,54,25,437,4
Cat-3,Newton-16,neutral,21.91,54,25,435,4
Cat-3,Newton-16,neutral,21.94,54,25,434,4
Cat-3,Newton-16,neutral,21.97,54,25,433,4
Cat-3,Newton-16,neutral,21.97,54,25,433,4
Cat-3,Newton-16,neutral,21.97,54,25,433,4
Cat-3,Newton-16,neutral,21.85,53,25,429,4
Cat-3,Newton-16,neutral,21.91,53,25,427,4
Cat-3,Newton-16,neutral,21.97,53,25,425,4
Cat-3,Newton-16,neutral,22.06,53,25,422,4
Cat-3,Newton-16,neutral,22.09,53,25,421,4
Cat-3,Newton-16,neutral,21.97,52,25,417,4
Cat-3,Newton-16,neutral,22,52,25,416,4
Cat-3,Newton-16,female,22.03,52,25,415,4
Cat-3,Newton-16,neutral,22.09,52,25,413,4
Cat-3,Newton-16,neutral,21.91,51,25,411,4
Cat-3,Newton-16,neutral,21.91,51,25,411,4
Cat-3,Newton-16,neutral,22,51,25,408,4
Cat-3,Newton-16,neutral,22.03,51,25,407,4
Cat-3,Newton-16,neutral,22.06,51,25,406,4
Cat-3,Newton-16,neutral,21.88,50,25,404,4
Cat-3,Newton-16,male,21.88,50,25,404,4
Cat-3,Newton-16,male,21.91,50,25,403,4
Cat-3,Newton-16,male,21.94,50,25,402,4
Cat-3,Newton-16,neutral,22.09,50,25,397,4
Cat-3,Newton-16,neutral,22.13,50,25,396,4
Cat-3,Newton-16,male,21.91,49,25,395,4
Cat-3,Ocata-16,male,21.79,102,25,830,4
Cat-3,Ocata-16,neutral,21.85,82,25,664,5
Cat-3,Ocata-16,female,21.82,78,25,633,5
Cat-3,Ocata-16,female,21.8,75,25,610,5
Cat-3,Ocata-16,female,21.9,75,25,605,5
Cat-3,Ocata-16,female,21.79,73,25,594,5
Cat-3,Ocata-16,male,21.81,73,25,593,5
Cat-3,Ocata-16,female,21.93,71,25,571,5
Cat-3,Ocata-16,male,21.87,70,25,566,5
Cat-3,Ocata-16,male,21.8,69,25,561,5
Cat-3,Ocata-16,female,21.88,67,25,541,5
Cat-3,Ocata-16,female,21.86,65,25,526,5
Cat-3,Ocata-16,male,21.81,64,25,520,5
Cat-3,Ocata-16,male,21.98,64,25,513,5
Cat-3,Ocata-16,neutral,21.97,62,25,497,5
Cat-3,Ocata-16,male,21.92,60,25,483,4
Cat-3,Ocata-16,male,21.92,59,25,475,4
Cat-3,Ocata-16,neutral,22,58,25,464,4
Cat-3,Ocata-16,neutral,21.92,57,25,459,4
Cat-3,Ocata-16,neutral,21.97,57,25,457,4
Cat-3,Ocata-16,neutral,21.97,57,25,457,4
Cat-3,Ocata-16,neutral,21.92,56,25,451,4
Cat-3,Ocata-16,male,21.92,56,25,451,4
Cat-3,Ocata-16,male,21.92,56,25,451,4
Cat-3,Ocata-16,male,21.97,56,25,449,4
Cat-3,Ocata-16,male,22.03,55,25,439,4
Cat-3,Ocata-16,male,21.86,54,25,437,4
Cat-3,Ocata-16,male,21.89,54,25,436,4
Cat-3,Ocata-16,male,21.89,54,25,436,4
Cat-3,Ocata-16,male,22.03,53,25,423,4
Cat-3,Ocata-16,neutral,22.03,53,25,423,4
Cat-3,Ocata-16,neutral,21.88,52,25,420,4
Cat-3,Ocata-16,neutral,22.03,52,25,415,4
Cat-3,Ocata-16,neutral,21.88,51,25,412,4
Cat-3,Ocata-16,neutral,22.03,51,25,407,4
Cat-3,Ocata-16,male,22.09,51,25,405,4
Cat-3,Ocata-16,neutral,21.88,50,25,404,4
Cat-3,Ocata-16,neutral,21.88,50,25,404,4
Cat-3,Ocata-16,neutral,21.91,50,25,403,3
Cat-3,Ocata-16,neutral,21.94,50,25,402,3
Cat-3,Ocata-16,neutral,21.94,50,25,402,4
Cat-3,Ocata-16,female,21.94,50,25,402,5
Cat-3,Ocata-16,female,22.06,50,25,398,5
Cat-3,Ocata-16,female,22.06,50,25,398,5
Cat-3,Ocata-16,female,22.06,50,25,398,5
Cat-3,Ocata-16,female,22.13,50,25,396,5
Cat-3,Ocata-16,female,21.91,49,25,395,5
Cat-3,Ocata-16,female,21.97,49,25,393,5
Cat-3,Ocata-16,female,21.97,49,25,393,5
Cat-3,Ocata-16,female,22,49,25,392,5
Cat-3,Ocata-16,female,22,49,25,392,5
Cat-3,Ocata-16,female,22.03,49,25,391,5
Cat-3,Ocata-16,female,22.03,49,25,391,5
Cat-3,Ocata-16,female,22.06,49,25,390,5
Cat-3,Ocata-16,female,22.1,49,25,389,5
Cat-3,Ocata-16,female,22.13,49,25,388,5
Cat-3,Ocata-16,female,21.94,48,25,386,5
Cat-3,Ocata-16,female,21.97,48,25,385,5
Cat-3,Ocata-16,neutral,22.03,48,15,383,3
Cat-3,Ocata-16,neutral,22.03,48,15,383,3
Cat-3,Ocata-16,neutral,22.13,48,15,380,3
Cat-3,Pike-17,female,21.68,135,15,1108,3
Cat-3,Pike-17,female,21.78,110,15,896,3
Cat-3,Pike-17,male,21.77,99,15,807,3
Cat-3,Pike-17,male,21.81,98,15,796,3
Cat-3,Pike-17,male,21.79,97,15,789,3
Cat-3,Pike-17,female,21.82,88,15,714,3
Cat-3,Pike-17,female,21.87,82,15,663,3
Cat-3,Pike-17,female,21.73,80,15,654,3
Cat-3,Pike-17,male,21.86,80,15,647,3
Cat-3,Pike-17,male,21.77,79,15,644,3
Cat-3,Pike-17,female,21.76,76,15,620,3
Cat-3,Pike-17,male,21.8,69,15,561,3
Cat-3,Pike-17,male,21.84,69,15,559,3
Cat-3,Pike-17,female,21.87,69,15,558,3
Cat-3,Pike-17,female,21.81,66,15,536,3
Cat-3,Pike-17,male,21.86,65,15,526,3
Cat-3,Pike-17,male,21.95,65,15,522,3
Cat-3,Pike-17,neutral,21.98,65,15,521,3
Cat-3,Pike-17,neutral,21.88,62,15,501,3
Cat-3,Pike-17,neutral,21.9,62,15,500,3
Cat-3,Pike-17,neutral,21.85,61,15,494,3
Cat-3,Pike-17,neutral,21.97,61,15,489,3
Cat-3,Pike-17,neutral,21.85,60,15,486,3
Cat-3,Pike-17,neutral,21.85,60,15,486,3
Cat-3,Pike-17,neutral,21.82,59,15,479,3
Cat-3,Pike-17,neutral,22,59,15,472,3
Cat-3,Pike-17,neutral,22.03,58,15,463,3
Cat-3,Pike-17,neutral,21.89,57,15,460,3
Cat-3,Pike-17,neutral,22,57,15,456,3
Cat-3,Pike-17,neutral,22,57,15,456,3
Cat-3,Pike-17,neutral,22.03,57,15,455,3
Cat-3,Pike-17,neutral,21.92,55,15,443,3
Cat-3,Pike-17,male,21.94,55,15,442,3
Cat-3,Pike-17,male,22.06,55,15,438,3
Cat-3,Pike-17,male,22.06,55,15,438,3
Cat-3,Pike-17,male,21.94,54,15,434,3
Cat-3,Pike-17,male,21.94,53,15,426,3
Cat-3,Pike-17,male,21.97,53,15,425,3
Cat-3,Pike-17,male,21.97,53,15,425,3
Cat-3,Pike-17,male,22.06,53,15,422,3
Cat-3,Pike-17,male,22.06,53,15,422,3
Cat-3,Pike-17,male,21.88,52,15,420,3
Cat-3,Pike-17,neutral,21.91,52,15,419,3
Cat-3,Pike-17,neutral,22,52,15,416,3
Cat-3,Pike-17,neutral,22,52,15,416,3
Cat-3,Pike-17,neutral,22.03,52,15,415,3
Cat-3,Pike-17,neutral,22.06,52,15,414,3
Cat-3,Pike-17,neutral,21.88,51,15,412,3
Cat-3,Pike-17,neutral,21.94,51,15,410,3
Cat-3,Pike-17,male,21.97,51,15,409,3
Cat-3,Pike-17,male,22,51,15,408,3
Cat-3,Pike-17,male,22.03,51,15,407,3
Cat-3,Pike-17,female,22.03,51,15,407,4
Cat-3,Pike-17,female,22.06,51,15,406,4
Cat-3,Pike-17,female,22.06,51,15,406,4
Cat-3,Pike-17,female,22.09,51,15,405,4
Cat-3,Pike-17,female,21.91,50,15,403,4
Cat-3,Pike-17,female,21.94,50,15,402,4
Cat-3,Pike-17,female,21.97,50,15,401,4
Cat-3,Pike-17,female,22.06,50,15,398,4
Cat-3,Pike-17,female,22.09,50,15,397,4